New Cluster Manager created. ([spark, aggregate, s3://ws1819-as3-group15-data2/csv/data_1g.csv, 10]
Starting Benchmark.
Request performed.
Waiting for measurement results...
1548599276649, 1548599326740, 50091
1548599326764, 1548599376851, 50087
1548599378858, 1548599426934, 48076
1548599428941, 1548599477024, 48083
1548599479035, 1548599531140, 52105
1548599533147, 1548599581222, 48075
1548599581241, 1548599629310, 48069
1548599631317, 1548599679405, 48088
1548599681411, 1548599729466, 48055
1548599731473, 1548599779541, 48068
(j-15Q2UNSXTRHYM) DONE
