New Cluster Manager created. ([spark, sorting, s3://ws1819-as3-group15-data2/csv/data_1g.csv, 10]
Starting Benchmark.
Request performed.
Waiting for measurement results...
1548598777643, 1548598787722, 10079
1548598787750, 1548598797847, 10097
1548598799857, 1548598809920, 10063
1548598811931, 1548598822006, 10075
1548598824015, 1548598834081, 10066
1548598836090, 1548598846164, 10074
1548598848180, 1548598858246, 10066
1548598860259, 1548598870335, 10076
1548598872342, 1548598882420, 10078
1548598884426, 1548598894495, 10069
(j-1BCAZU04CG08A) DONE
